12,3,0,0,0,3,6,3,6,3,3,15,18,23,24,26,33,31,27,30,25,16,28,32,31,34,31,26,27,24,29,29,26,28,24,19,19,11,13,20,16,3,6,20,17,14,18,0,6,6,10,11,11,10,3,6,6,11,6,20,15,14,6,3,9,0,9,6,0,10,0,6,15,15,6,17,15,18,14,17,6,0,6,10,11,0,6,16,10,0,6,0,6,10,0,9,6,0,3,0,6,6,0,3,3,0,3,3,0,6,0,0,0,3,0,3,11,6,9,6,3,0,0,10,6,3,6,12, 1, 1
13,3,3,0,0,0,0,0,0,0,0,9,9,6,0,0,0,0,0,3,0,0,3,3,3,6,13,6,3,3,6,3,0,0,3,0,9,11,6,0,3,3,3,3,3,0,3,0,0,0,3,3,3,0,0,0,6,0,6,3,0,0,0,0,0,0,0,6,3,0,0,9,6,3,6,3,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0, 0, 1
16,6,0,9,9,13,10,13,10,6,23,22,30,19,15,0,18,13,9,6,6,16,22,20,15,27,20,6,13,16,16,12,22,21,27,24,16,13,22,13,12,6,6,13,13,10,6,16,9,3,0,9,3,0,0,0,10,14,22,16,12,18,12,12,16,19,24,6,16,17,29,9,13,21,20,23,21,28,20,9,19,0,13,11,10,12,12,6,6,6,9,6,0,3,3,6,6,6,6,0,6,10,6,11,18,6,9,11,6,3,3,9,16,13,13,15,13,6,9,0,3,3,10,9,6,9,9,3, 1, 1
15,6,12,6,11,0,9,0,3,11,14,3,0,11,3,25,12,12,6,11,3,0,10,18,12,19,20,12,17,9,0,9,10,6,6,6,0,9,6,6,0,3,0,0,6,0,3,0,0,6,3,3,6,0,3,0,0,6,3,9,0,17,9,0,9,10,6,0,3,6,3,11,13,3,12,6,14,11,13,0,9,0,0,10,0,3,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,6,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,6,0,3,0,0,3,6,3, 0, 1
15,10,0,0,0,3,3,0,6,0,0,6,9,3,12,6,9,3,0,6,0,3,0,3,9,6,0,10,0,0,10,6,6,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0, 0, 1
15,6,6,6,6,6,0,6,0,6,6,3,12,13,9,20,6,0,0,3,0,0,6,13,14,16,12,20,13,3,9,0,0,0,0,3,0,6,12,0,6,6,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,6,9,3,6,6,6,0,0,6,6,0,0,6,6,10,10,0,3,9,3,0,10,0,6,0,0,6,0,3,3,6,0,0,0,0,3,3,0,0,0,3,6,3,0,6,9,0,0,0,0,0,0,3,0,6,0,0,6,6,0,0,10,0,6,6,6,6,0,0,0,0, 0, 1
13,0,0,0,0,3,6,6,6,0,0,9,3,11,6,19,9,0,10,6,3,6,0,6,9,9,9,0,9,0,0,10,3,0,0,3,0,3,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,12,9,3,0,0,6,10,11,3,9,9,3,0,0,0,0,3,0,6,0,0,0,3,6,0,0,3,0,0,0,0,0,6,3,6,0,0,9,3,0,6,0,3,0,6,6,0,9,3,0,6,0,3,6,0,0,3,0,6,6,0,0, 0, 1
13,0,3,0,0,0,0,0,0,0,0,9,0,6,0,3,12,6,10,0,10,11,12,12,12,17,10,12,0,3,13,12,6,6,6,0,6,17,17,16,13,10,15,9,12,12,15,0,6,13,6,12,11,16,6,11,6,6,6,12,3,11,0,0,3,6,0,6,12,9,6,3,11,10,6,0,9,0,6,6,3,12,6,6,9,13,11,9,3,0,10,6,6,6,6,0,11,0,0,0,0,0,0,6,0,6,9,9,14,12,6,9,6,0,0,6,9,13,6,0,13,6,3,12,12,6,6,10, 0, 1
16,14,18,6,6,0,0,0,0,3,3,0,0,0,6,10,0,6,6,0,0,6,0,3,0,0,3,6,10,0,0,3,0,3,0,0,0,3,0,3,6,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,3,0,6,3,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0, 0, 1
12,9,14,6,0,0,0,3,0,3,0,6,3,0,9,12,9,6,0,0,0,6,0,13,12,11,0,3,6,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,6,6,6,3,0,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0, 0, 1
15,0,6,0,6,0,3,0,0,6,6,3,9,6,12,13,0,0,0,3,0,3,0,0,3,0,0,6,15,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,3, 0, 1
14,0,9,12,14,6,6,6,12,6,6,0,3,3,10,6,0,0,6,0,0,0,6,3,9,0,9,6,9,0,0,6,0,6,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0, 0, 1
15,3,0,3,3,3,3,6,0,9,6,6,13,6,12,3,3,9,0,0,0,0,3,0,6,3,6,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,3,6,0,0,6,0,0,3,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0, 0, 1
15,0,9,11,3,10,6,9,6,10,0,6,3,6,6,0,12,3,0,0,9,10,16,10,13,0,3,0,3,0,3,6,0,3,0,3,0,6,0,0,3,3,0,0,0,0,0,6,6,6,0,3,0,0,0,0,10,12,6,12,3,9,6,0,6,12,10,11,12,0,6,6,9,6,10,0,9,3,6,3,15,0,0,3,6,6,0,0,6,6,6,6,0,6,3,3,3,0,0,6,6,3,6,0,6,6,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0, 0, 1
10,3,0,0,11,16,11,6,12,12,16,16,21,21,20,34,30,27,18,31,25,35,27,26,20,22,25,21,26,28,21,33,30,22,25,31,24,27,24,25,23,22,23,6,13,21,19,21,20,12,14,10,13,16,16,22,29,11,28,23,10,23,23,22,19,23,13,12,13,14,13,19,16,0,18,15,3,25,18,12,3,11,15,17,19,6,19,18,20,20,20,13,16,9,0,12,0,9,13,13,15,19,18,3,13,6,0,15,12,3,6,6,13,9,11,12,3,11,3,10,0,15,0,13,11,17,15,15, 1, 1
15,3,3,3,9,3,14,13,11,6,11,12,19,22,27,35,31,27,25,20,29,32,32,30,25,27,29,26,32,35,31,32,23,24,20,32,19,32,30,23,17,15,16,10,23,23,22,20,15,15,16,3,21,25,18,24,12,21,17,25,25,20,17,16,23,10,15,31,23,16,19,23,22,24,19,14,30,15,10,12,27,20,18,21,16,12,14,9,24,19,18,20,10,11,0,6,0,9,0,9,13,13,6,11,6,11,10,13,6,0,3,10,10,0,0,10,3,6,9,0,0,13,10,3,16,20,19,6, 1, 1
16,6,10,14,18,14,14,0,9,18,20,12,16,22,29,33,24,32,30,26,31,22,24,26,26,24,24,27,29,31,38,22,35,30,29,14,13,26,15,20,25,16,15,20,9,19,17,19,13,11,13,14,9,20,17,24,14,23,20,16,27,16,12,12,22,18,18,6,16,12,14,24,22,12,19,27,28,15,17,15,23,16,12,23,15,10,17,13,18,10,20,15,19,0,0,3,6,9,0,0,6,6,6,13,0,6,6,6,6,3,12,0,10,3,10,6,0,12,6,6,6,0,15,13,12,9,13,9, 1, 1
13,0,3,0,3,13,12,0,3,13,15,19,19,32,24,31,34,28,31,28,30,36,27,18,26,21,28,16,29,33,27,30,27,20,32,30,20,24,28,23,22,28,26,9,22,24,20,18,17,15,6,3,9,11,24,28,27,30,16,28,28,25,27,27,20,14,15,19,21,6,28,25,25,23,26,12,23,21,19,21,24,16,11,22,0,20,15,19,22,19,19,15,13,10,14,0,6,0,6,6,18,6,12,13,16,6,13,6,6,13,13,11,15,16,12,13,3,3,10,12,11,0,13,13,16,15,13,6, 1, 1
20,14,14,16,23,13,10,15,16,16,20,18,29,20,28,36,29,33,32,34,31,32,21,26,29,17,20,16,21,22,17,25,28,23,22,27,16,17,18,23,15,16,11,16,6,14,16,15,16,10,12,13,18,19,16,18,15,0,18,16,11,15,20,16,15,10,16,18,20,26,13,20,22,25,18,16,16,16,11,9,13,6,3,21,6,19,13,6,13,17,6,3,0,0,0,0,9,6,3,0,11,6,6,3,0,0,0,0,0,9,11,9,13,6,0,3,0,0,3,6,3,3,10,0,20,16,20,18, 1, 1
14,3,3,0,0,0,0,3,6,19,22,32,30,34,41,33,25,21,16,19,17,28,27,20,17,25,30,25,21,21,14,9,12,12,11,9,6,10,9,6,0,6,3,12,10,0,3,0,3,0,6,0,6,0,6,0,6,6,9,10,3,6,0,0,6,10,10,12,13,15,19,13,12,14,10,0,6,17,9,10,13,12,6,10,3,0,10,0,6,0,3,0,6,0,3,0,3,0,3,3,3,0,0,3,0,6,6,3,0,0,0,3,9,3,0,6,3,0,0,0,0,0,0,3,3,0,6,3, 1, 1
19,14,12,12,13,14,16,16,19,26,28,29,29,39,24,21,18,19,25,23,26,36,23,11,31,33,28,23,13,12,21,10,14,17,6,9,9,9,11,6,0,22,13,10,3,10,12,6,6,13,6,20,15,17,3,3,0,12,0,3,6,0,13,0,16,15,14,6,0,6,0,3,10,12,10,16,10,19,6,6,3,6,3,6,0,3,6,11,6,9,3,3,3,10,0,0,6,6,0,6,6,6,6,10,6,0,3,3,0,3,6,3,0,0,3,0,3,6,0,3,3,3,0,3,6,3,6,0, 1, 1
3,9,12,12,13,13,12,14,16,18,30,27,18,18,18,19,20,22,25,26,38,36,28,26,20,9,15,12,21,11,11,17,9,3,10,0,3,3,6,0,6,15,21,12,10,6,6,6,6,3,10,12,25,11,6,6,6,6,3,6,0,9,13,6,10,13,0,6,6,6,3,6,0,14,3,6,3,6,0,0,0,6,9,15,0,0,6,3,0,3,0,6,6,3,3,0,3,0,3,0,3,0,0,0,6,6,3,0,3,0,0,0,0,0,6,0,3,0,0,3,0,0,3,0,0,0,3,0, 1, 1
9,16,16,18,16,18,18,19,20,23,24,9,15,16,19,21,23,26,32,39,42,39,32,27,24,23,21,22,17,19,20,14,17,15,15,15,15,12,13,18,19,16,12,10,6,6,3,6,3,13,0,10,16,13,11,10,9,9,6,3,18,13,15,3,0,6,6,0,10,6,19,11,12,10,6,6,3,9,0,0,11,13,0,6,6,6,6,6,6,6,0,0,0,3,6,3,0,0,6,6,0,6,0,6,6,6,6,3,0,0,3,6,3,3,6,0,6,6,6,0,0,0,0,0,0,3,3,0, 1, 1
18,10,9,10,10,12,10,12,12,6,17,29,26,16,10,6,6,12,15,11,13,23,28,33,18,18,17,19,24,17,19,21,25,26,37,40,33,28,25,23,22,21,21,20,22,24,34,22,9,0,0,9,11,10,12,9,15,19,27,9,3,6,0,6,3,0,9,10,9,24,6,10,6,0,12,6,12,6,9,3,18,27,16,11,12,6,9,12,10,10,3,12,16,13,6,0,0,3,6,0,0,0,3,6,6,9,3,3,6,3,6,3,6,0,9,15,3,0,0,0,6,0,0,0,0,3,0,6, 1, 1
15,3,0,0,0,6,6,6,12,15,12,24,24,16,13,11,9,9,11,11,11,16,20,21,6,16,16,14,17,17,19,21,26,28,37,40,33,27,23,22,21,20,20,20,19,21,33,15,6,3,0,6,6,10,6,10,6,19,27,13,3,0,0,0,3,0,0,3,0,15,13,9,6,6,6,9,10,9,0,6,12,28,13,6,0,0,0,0,0,6,3,10,22,18,9,3,3,0,0,0,0,0,3,6,21,3,6,0,0,0,0,0,0,0,3,17,16,10,6,6,6,0,3,3,3,3,6,12, 1, 1
12,0,3,0,6,0,0,0,6,6,11,17,9,0,0,3,3,3,6,0,12,15,10,9,9,6,12,12,17,13,17,19,21,28,36,32,25,21,18,15,14,12,10,12,3,19,16,9,6,6,6,3,3,6,3,3,10,22,13,6,3,6,3,3,3,0,3,3,11,6,0,0,0,6,0,3,3,9,6,17,18,14,3,6,3,3,3,3,0,6,12,18,6,0,0,0,0,0,0,0,0,3,12,13,9,6,3,0,3,3,0,3,3,0,6,0,3,0,0,3,0,0,0,3,0,6,3,6, 1, 1
13,3,0,0,0,0,0,0,0,0,19,15,6,3,0,0,6,6,12,20,24,32,24,15,14,15,15,23,27,25,27,29,38,34,28,22,20,18,19,20,16,19,6,21,16,10,3,0,6,0,3,11,13,0,9,9,9,0,0,3,12,14,15,16,21,18,14,15,11,9,11,13,16,6,11,23,24,16,17,16,12,3,9,16,3,12,10,10,6,3,11,14,9,9,10,6,9,9,15,14,9,6,0,13,14,3,0,6,0,0,3,6,0,0,0,6,6,0,0,3,6,6,0,3,0,0,0,0, 1, 1
19,12,12,12,14,14,12,16,15,22,25,25,14,6,10,9,12,13,15,22,25,26,39,30,22,18,18,19,19,22,12,15,24,29,34,28,19,15,12,9,3,6,6,17,28,31,22,13,0,0,0,0,0,3,6,6,13,15,10,0,0,6,6,15,17,20,22,30,28,26,24,17,0,14,10,19,23,27,17,11,18,10,0,0,6,6,16,15,0,9,0,3,0,6,6,0,9,13,0,0,6,6,11,16,3,9,6,15,6,13,12,3,3,10,3,6,0,0,3,0,0,0,9,6,0,6,6,14, 1, 1
13,6,12,0,6,3,3,0,0,3,6,11,20,11,12,25,35,20,18,11,32,21,26,6,18,24,25,22,0,13,20,24,27,15,16,14,10,19,10,16,21,12,19,9,14,0,12,0,11,0,10,3,9,12,6,3,6,12,20,3,14,3,13,6,10,6,13,6,13,13,17,12,19,12,12,11,12,12,6,0,10,6,9,15,6,0,3,9,0,12,3,9,3,0,6,0,0,0,0,3,0,3,6,3,0,0,3,0,0,0,3,0,3,0,6,0,0,0,0,3,0,3,0,9,3,6,0,0, 1, 1
12,0,0,0,6,9,6,6,0,0,0,12,17,19,15,6,33,16,21,18,23,26,3,16,22,26,26,9,20,23,22,22,22,24,19,23,19,31,31,33,31,28,25,22,14,21,20,17,15,13,13,0,15,20,3,19,19,24,18,28,16,24,23,19,13,22,22,26,27,24,15,20,6,6,16,19,6,16,6,0,16,6,13,19,12,21,18,16,19,15,20,18,13,0,9,0,12,14,12,13,14,17,14,13,0,6,10,16,6,17,9,6,15,10,16,13,10,3,14,12,6,21,16,21,13,6,18,16, 1, 1
15,6,3,6,6,3,3,6,3,6,6,6,13,29,22,14,12,11,13,10,14,15,15,6,17,14,24,36,16,13,11,13,10,16,24,20,22,26,23,30,32,35,26,22,19,18,19,13,11,6,17,3,21,6,28,21,6,6,6,19,23,23,24,19,23,31,23,33,39,28,22,21,18,12,21,10,21,16,16,19,16,25,21,15,0,16,16,18,19,15,12,28,25,22,22,21,18,13,12,17,16,0,13,18,19,23,15,3,17,16,0,0,0,6,13,15,16,17,16,16,16,17,24,22,18,15,9,14, 1, 1
12,0,0,0,0,0,0,0,0,3,3,3,11,28,6,16,21,18,17,16,16,17,11,13,9,21,38,23,22,15,16,17,15,18,19,6,17,28,25,35,33,25,21,19,15,16,15,12,14,14,15,20,27,25,20,18,9,10,13,6,11,16,18,22,22,23,23,19,14,12,11,10,12,16,12,18,6,15,31,31,16,19,12,10,11,9,0,0,6,6,13,14,23,14,13,12,9,6,6,6,0,11,6,6,6,19,3,3,0,3,9,6,3,3,6,0,6,12,11,0,9,6,0,10,0,0,6,6, 1, 1
